filename,width,height,class,xmin,ymin,xmax,ymax
video18_140_JPEG.rf.09c223fb6fcc58345d49a09aed8de987.jpg,640,640,0,190,110,520,441
0317_jpg.rf.0919f0dfa5b00692004ab7737022f5cb.jpg,640,640,0,85,45,593,593
video15_312_JPEG.rf.0aa628f4dd01e38b921ed3cd4c34f1b6.jpg,640,640,0,244,175,388,325
32_jpg.rf.0aa175a48784a992418761632e2c34a0.jpg,640,640,0,160,125,174,145
video16_148_JPEG.rf.0ada38b0e8e22559c834ccfabfdb3a02.jpg,640,640,0,257,106,427,315
video17_827_JPEG.rf.0abd223a0f838ee1884e7f20acd92711.jpg,640,640,0,303,191,347,245
video15_400_JPEG.rf.0adc4870abbf53b0f37707957bccd161.jpg,640,640,0,260,146,300,191
pic_344_jpg.rf.0b004203a8bbcb54deba103f59a6cd13.jpg,640,640,0,4,49,640,299
bangkok-thailand-november-14-2016-260nw-517889434_jpg.rf.0b164a9f6e79a2e3864354407cd9c9a3.jpg,640,640,0,31,55,589,576
bangkok-thailand-july-2018-dji-260nw-1135452209_jpg.rf.0b2397a2e119fc0685b5a5b632c0606a.jpg,640,640,0,0,164,410,589
video1357_JPEG.rf.0b45852af924bc9b6a6ac3558969f46a.jpg,640,640,0,481,189,493,206
estonia-tallinn-june-15-2018-260nw-1113744077_jpg.rf.0b4063ce2459a4e1b90c50d15a204668.jpg,640,640,0,74,503,75,505
bangkok-thailand-14-march-2018-260nw-1067035427_jpg.rf.0aeea5f4009000941b5dc9d5a15d7c1a.jpg,640,640,0,32,101,611,544
frame0220_jpg.rf.0b19ebc6bb20b55ca9691dd4966705dc.jpg,640,640,0,282,232,361,302
video18_1158_JPEG.rf.0b46656c14b8671ebec8fb7736564fe6.jpg,640,640,0,59,101,151,211
video18_1487_JPEG.rf.0b5ea8f8e1fda5cece8d0bd91687cf89.jpg,640,640,0,334,255,356,275
video18_1487_JPEG.rf.0b5ea8f8e1fda5cece8d0bd91687cf89.jpg,640,640,0,231,223,248,244
circa-february-1-2016-dji-260nw-370639631_jpg.rf.0b5b5778d7616683a1d8817d34d42b86.jpg,640,640,0,97,151,546,507
video17_419_JPEG.rf.0b5f2a1d749cab229b8c0794c460a0f6.jpg,640,640,0,375,15,403,66
video18_1404_JPEG_jpg.rf.0b6907a6afacca73485f43a8c1d2c3ee.jpg,640,640,0,359,302,379,320
video18_1404_JPEG_jpg.rf.0b6907a6afacca73485f43a8c1d2c3ee.jpg,640,640,0,285,269,295,279
bangkok-thailand-june-18-2016-260nw-438990667_jpg.rf.0b8746b37a2ac322456a3eaefdfdfda6.jpg,640,640,0,283,215,525,379
video16_461_JPEG.rf.0be20e9579c7851e86fdd655a44da88b.jpg,640,640,0,289,207,358,269
video18_603_JPEG.rf.0bd033083d893f56c9c835abe8494a23.jpg,640,640,0,210,227,284,293
54_JPEG.rf.0c0d81dce33918fd832f41708f6dc2fe.jpg,640,640,0,100,44,425,479
fort-collins-co-usa-april-260nw-621506834_jpg.rf.0b999dc5e6a193a0c27bb08cc7088425.jpg,640,640,0,7,11,424,576
pic_740_jpg.rf.0bb9fb0c9de1080b80f5a03e65a59710.jpg,640,640,0,10,22,622,610
67_JPEG.rf.0bcbb9201fe374dbb6d9d832e56b1df3.jpg,640,640,0,234,161,282,209
video17_753_JPEG.rf.0c10c36a033818620313d99e4b457e32.jpg,640,640,0,310,213,410,283
200_jpg.rf.0c1f3c9843690d5aec14224152030b5d.jpg,640,640,0,223,266,252,315
video101_JPEG.rf.0c2a6fe3c0c3b867fd79ca64732e62a3.jpg,640,640,0,221,264,256,299
chonburithailand-august-12-2017-dji-260nw-698814820_jpg.rf.0c3324d726158f744b6e354c2cc8d7fd.jpg,640,640,0,335,235,535,352
dolzhanskaya-russia-02052018-image-dji-260nw-1083205766_jpg.rf.0c675e266e557b521cf1f836c4b2f3ae.jpg,640,640,0,366,55,604,292
video18_1341_JPEG.rf.0c3d97d0d8440c6912b5974eae83c886.jpg,640,640,0,377,292,404,326
frame0219_jpg.rf.0c3f1761b45ba354e020219d2da19c80.jpg,640,640,0,267,231,351,301
0015_jpg.rf.0c4d8a4c437e31c726927e84d6813e5f.jpg,640,640,0,39,90,615,553
dji-mavic-pro-drone-flight-260nw-677261857_jpg.rf.0c735fbb30a5e23db48fa6884c085475.jpg,640,640,0,44,21,554,418
1000_JPEG.rf.0c826d885c25147061374852eb86669f.jpg,640,640,0,119,219,245,327
video18_2402_JPEG.rf.0c85f1b54a47246a443d03934158aa1b.jpg,640,640,0,405,172,449,211
foto05279_png_jpg.rf.0c9632af6abeaddaa9fd326dc0009304.jpg,640,640,0,127,11,512,313
0069_jpg.rf.0ce8f032a84886ba431c3c0d26ba21e4.jpg,640,640,0,27,127,600,508
video17_114_JPEG.rf.0cdd268002427062b9c76835c0cf4370.jpg,640,640,0,300,318,356,377
video18_1073_JPEG_jpg.rf.0cbfffe8dbf112f5cf5622d2530f2f6c.jpg,640,640,0,359,98,395,137
video18_1073_JPEG_jpg.rf.0cbfffe8dbf112f5cf5622d2530f2f6c.jpg,640,640,0,217,475,299,564
video16_94_JPEG.rf.0cef78b10dd118f568b4f037b08db6f8.jpg,640,640,0,303,285,425,381
fort-collins-co-usa-march-260nw-262380833_jpg.rf.0cf60de3ba9cbb69113f044b3cbcc580.jpg,640,640,0,76,48,553,535
pic_755_jpg.rf.0ce04509a878b6a62561b3292f59c796.jpg,640,640,0,96,98,591,528
96_JPEG.rf.0d03a8c27c816d78689ffb17b899fd2c.jpg,640,640,0,233,103,506,544
video16_245_JPEG.rf.0cf1a71568debee29cd62f39a72acf31.jpg,640,640,0,153,33,427,411
video16_554_JPEG.rf.0d2563bdb7de0a022eeaf03e547961a8.jpg,640,640,0,346,153,390,202
video17_423_JPEG.rf.0d0b5c7a4c5cd7b91f9b4a1b118552b6.jpg,640,640,0,336,10,362,61
video18_1308_JPEG.rf.0d0c29d7c594c321c0c175af5c4f0891.jpg,640,640,0,399,260,421,288
chanburi-thailand-11-april-2017-260nw-625760864_jpg.rf.0d2d5449330b90a1d4cacbe8388f1d51.jpg,640,640,0,90,179,540,435
146_JPEG.rf.0d431a365df3dcc6c3270bca4a51da5f.jpg,640,640,0,278,428,351,512
146_JPEG.rf.0d431a365df3dcc6c3270bca4a51da5f.jpg,640,640,0,350,455,408,535
video1371_JPEG_jpg.rf.0d902cefb134c60af55f9fb2dbd5239f.jpg,640,640,0,276,73,317,138
video14_34_JPEG.rf.0d789760c05e543fa5dd7fe9a541ee9a.jpg,640,640,0,268,422,548,640
video16_734_JPEG.rf.0d9ab9beab5fe2ffeea445d58c327a72.jpg,640,640,0,77,65,94,87
video18_2170_JPEG.rf.0d89bb5e469ef784ee5f822dc30b65b6.jpg,640,640,0,301,138,326,164
video17_83_JPEG.rf.0da968f891f471af3d17e0a90b90c9b9.jpg,640,640,0,252,101,414,383
bangkok-thailand-june-18-2016-260nw-438992641_jpg.rf.0df08465ab7e6623d75172cdaaaaa4c0.jpg,640,640,0,148,217,487,444
dji-mavic-pro-drone-flight-260nw-677261857_jpg.rf.0df890cfcb1a09edc96100a987d61ccd.jpg,640,640,0,44,21,554,418
video16_476_JPEG.rf.0df7ee9baab3737d8c38d5563ce1557b.jpg,640,640,0,272,217,330,283
video17_1030_JPEG.rf.0e0867bc132e620cf101768aac7f828a.jpg,640,640,0,256,25,387,210
video17_84_JPEG.rf.0d9ac852522f04b3d80d0511487d2f02.jpg,640,640,0,258,102,422,391
august-24-2017-labuan-malaysia-260nw-702820948_jpg.rf.0e0b17d21dc92281bc14215471fcdf66.jpg,640,640,0,248,322,249,325
119_JPEG_jpg.rf.0e0c68541a9662466a723144d7dd1f6d.jpg,640,640,0,241,237,276,267
video18_2722_JPEG.rf.0e278e5fa79841ff79a6dda35769e040.jpg,640,640,0,243,54,346,161
video15_402_JPEG.rf.0e36491d9a521da4062f916628bde715.jpg,640,640,0,249,160,289,209
319_jpg.rf.0e17fa46a1eccee940e5907f78f73d29.jpg,640,640,0,148,109,194,160
video17_955_JPEG.rf.0e36d692a5e090eada06b8b3ad8a2102.jpg,640,640,0,231,310,309,367
273_jpg.rf.0e3e6e6120d69ff97f50d0997c6c2aeb.jpg,640,640,0,96,111,476,504
86_JPEG.rf.0e4ac611d8a17decaf8b75b4ff3c7e8d.jpg,640,640,0,174,150,449,462
video17_1069_JPEG.rf.0e45347ab0c365b24b76739339a5a092.jpg,640,640,0,174,422,321,567
video17_969_JPEG_jpg.rf.0e6bbd3ecb8ea3d4fc76e3556bc49b08.jpg,640,640,0,302,268,576,391
foto01538_png_jpg.rf.0e98471773d8d2998d09b92e5807d180.jpg,640,640,0,231,0,512,429
video18_1024_JPEG.rf.0e87b6a4ebe5066c9a9733450a4f49f3.jpg,640,640,0,212,410,457,635
318_JPEG.rf.0e955a5bd47c0440f6e52c42c7765d6d.jpg,640,640,0,157,108,203,160
bangkok-thailand-august-14-2016-260nw-468332921_jpg.rf.0eb3d0079085f624475ccd0837de6921.jpg,640,640,0,204,105,622,487
65_JPEG.rf.0ee2bedfa8427ec240aab02b03c654c0.jpg,640,640,0,452,244,559,402
video14_JPEG.rf.0f06c8cf982907756ad05c56cb2a7128.jpg,640,640,0,144,194,310,274
263_JPEG.rf.0f120c50da04cfc481c370ce10155ed4.jpg,640,640,0,127,141,447,503
video15_353_JPEG.rf.0f0ed99ff60c92f2d586425a972500fe.jpg,640,640,0,267,5,357,95
video14_161_JPEG.rf.0f1af51ec9d2f5d4000b49080d6a747a.jpg,640,640,0,258,338,362,438
video16_562_JPEG.rf.0f1227ee3f4cbab1efceffeca5be8f7a.jpg,640,640,0,333,145,377,195
video16_121_JPEG.rf.0ef848d3713dd68ab7a2c8a18369e217.jpg,640,640,0,272,148,427,292
262_jpg.rf.0f3a5ae8e0a419688cb96f2e075f1f75.jpg,640,640,0,253,200,302,288
foto01683_jpg.rf.0f234a2e2a07fe15b15682e1546686cb.jpg,640,640,0,292,52,510,371
video412_JPEG.rf.0f3b8c999736a07fa1095faf7609cc5c.jpg,640,640,0,150,49,297,187
video18_1317_JPEG_jpg.rf.0f64b666ac1bf0906ad0c485bd472926.jpg,640,640,0,380,273,408,299
video18_1317_JPEG_jpg.rf.0f64b666ac1bf0906ad0c485bd472926.jpg,640,640,0,181,168,198,189
video17_825_JPEG.rf.0f3df6b411db69690a4602c29f8828a8.jpg,640,640,0,321,266,359,321
august-24-2017-unmanned-aerial-260nw-706019218_jpg.rf.0f78c320f67d9c34600fbe1df1d714f5.jpg,640,640,0,312,293,540,485
video1372_JPEG.rf.0f91e85bf02811ff6076e6d577b16225.jpg,640,640,0,194,49,244,123
video19_1869_JPEG.rf.0f650279746f1ecfb80fc616d50649fa.jpg,640,640,0,383,190,422,225
dji-mavic-air-flat-layout-260nw-1038880138_jpg.rf.0f9023d2711e4dbb82fa0fa70be452d2.jpg,640,640,0,115,149,344,437
empoli-italy-september-20-2015-260nw-319371032_jpg.rf.0fba454da0a63384b7c6974e9cd33e01.jpg,640,640,0,147,176,538,514
0082_jpg.rf.0fbf14160a9e4d06103a501150fed3f6.jpg,640,640,0,17,115,639,547
video16_175_JPEG.rf.0f3d2a029ae87d247ec39dddd4a9ff5c.jpg,640,640,0,170,103,429,381
video16_199_JPEG.rf.0fceedadb3398728dbeb25504d9a49be.jpg,640,640,0,154,73,426,415
0287_jpg.rf.0fcde793cabde996576c67f4e37ebe17.jpg,640,640,0,128,120,563,445
video18_640_JPEG.rf.0fcf31f06e2c8be6ed5c24b795021b68.jpg,640,640,0,292,332,320,354
video18_1154_JPEG.rf.0fdc9fca54675018657d85d7af711206.jpg,640,640,0,138,105,216,203
video15_378_JPEG.rf.0fccc941415afe5301f82aa2b1cde424.jpg,640,640,0,258,436,292,478
video18_1499_JPEG.rf.0fecb104f249ef43436813a45d56e394.jpg,640,640,0,337,237,369,272
video17_198_JPEG.rf.0fe8da89557b6defa640cdf7ebde6b13.jpg,640,640,0,323,124,344,156
0013_jpg.rf.100c53b57a5c9f5fbc83ecbebb0c021a.jpg,640,640,0,0,0,1,2
davao-city-2014-drone-hovers-260nw-732452323_jpg.rf.0fd70b78b3cab2e50af7e5b1ac331310.jpg,640,640,0,187,101,496,386
fort-collins-co-usa-november-260nw-231516709_jpg.rf.103ab9620cef43ab8a7a23421a0e12cf.jpg,640,640,0,18,4,615,583
bangkok-thailand-march-21closeup-on-260nw-1052849606_jpg.rf.10407fd3350de29763449a1394d2034d.jpg,640,640,0,36,121,622,503
0332_jpg.rf.102cc4435f1d0b043ec09f26edb06d4e.jpg,640,640,0,13,133,640,452
0024_jpg.rf.100e11c097d754fc5b81698aa451b139.jpg,640,640,0,15,30,632,620
pic_323_jpg.rf.0fe041415d121579c312f929fa8ab882.jpg,640,640,0,95,93,333,330
pic_323_jpg.rf.0fe041415d121579c312f929fa8ab882.jpg,640,640,0,48,316,140,417
pic_323_jpg.rf.0fe041415d121579c312f929fa8ab882.jpg,640,640,0,345,173,480,312
pic_323_jpg.rf.0fe041415d121579c312f929fa8ab882.jpg,640,640,0,501,289,561,357
pic_323_jpg.rf.0fe041415d121579c312f929fa8ab882.jpg,640,640,0,489,0,629,144
200_JPEG.rf.1052fb26bf3732ca132946b55721f610.jpg,640,640,0,223,266,252,315
video16_338_JPEG.rf.1085bce87efdcb76c65acbf9b1ff0fea.jpg,640,640,0,220,281,374,406
astana-kazakhstan-december-18-2017-260nw-778117537_jpg.rf.1090c34d97bd9f43026cb6fda1e1cc4f.jpg,640,640,0,258,153,520,370
video14_176_JPEG.rf.1042a9c77bb9544cce84f1195739d23c.jpg,640,640,0,248,145,410,312
video18_1238_JPEG.rf.10adb698f5f5211e6e40f89a6e560cd1.jpg,640,640,0,333,126,363,161
bangkok-thailand-july-2018-dji-260nw-1135433624_jpg.rf.105fca9c43c4728683c2df3eac0d298c.jpg,640,640,0,6,0,453,489
220_JPEG.rf.10b65873617cc74adc757e9281bb0a8c.jpg,640,640,0,200,238,463,469
frame0002_jpg.rf.10cc33d213b925692ee849866b1280e6.jpg,640,640,0,198,117,310,211
video17_128_JPEG.rf.10e45b04e09f8a574dc2d1a8ed1e8d3d.jpg,640,640,0,291,271,369,319
video17_304_JPEG_jpg.rf.10d2c4c0419a600619b0ea8d215c8ad0.jpg,640,640,0,178,420,266,481
video16_194_JPEG.rf.10b24954dad327ab6faddc1610d66091.jpg,640,640,0,192,116,420,400
0032_jpg.rf.10f4b7d1b6728bf149c1e475e87413bc.jpg,640,640,0,34,42,625,518
25-may-2018-lviv-ukraine-260nw-1109034161_jpg.rf.11305b4e1424e949c71798dd11e50663.jpg,640,640,0,244,247,613,398
34_jpg.rf.111e174ad480e0684887852942436079.jpg,640,640,0,116,182,550,542
video17_104_JPEG.rf.10ec0e81b367e164b10445adbc18f49c.jpg,640,640,0,331,422,395,511
circa-december-23-2015-white-260nw-354366173_jpg.rf.110522bf70a529d497936d16e66b7e4b.jpg,640,640,0,130,185,515,533
circa-january-6-2016-dji-260nw-359230784_jpg.rf.113ebf8aca7846c5fbe275af71d173b1.jpg,640,640,0,51,85,584,498
bangkok-thailand-november-2017-dji-260nw-784420555_jpg.rf.112ddedf98de3b789c222705abedc219.jpg,640,640,0,1,66,640,569
video16_230_JPEG_jpg.rf.1138fcb44faf4948c5e70643514f4a46.jpg,640,640,0,124,1,429,434
video17_1180_JPEG.rf.11613bd1b1cf0d68cec39ace8528bf64.jpg,640,640,0,181,363,254,433
video17_819_JPEG_jpg.rf.1137eb0789c019b7a155731425689059.jpg,640,640,0,358,320,397,405
video15_319_JPEG.rf.116e3cc2fa30b4543251c89365810dad.jpg,640,640,0,269,321,388,435
video15_406_JPEG_jpg.rf.11a2d346dd1a221cda2461c808b806f9.jpg,640,640,0,271,113,303,162
video18_1331_JPEG.rf.1178406426624efa5e4c620ce7f60a68.jpg,640,640,0,328,249,360,288
dji-mavic-pro-drone-latvia-260nw-560644858_jpg.rf.112ef11458583beb2da073142b6f548e.jpg,640,640,0,43,89,640,544
video18_1378_JPEG.rf.121c26d15d66e1e7ce1b9a8dfd4d6bb1.jpg,640,640,0,212,227,233,248
video18_1378_JPEG.rf.121c26d15d66e1e7ce1b9a8dfd4d6bb1.jpg,640,640,0,367,292,391,320
video16_235_JPEG.rf.1210aabdfd2a561190e707ab9d7d5233.jpg,640,640,0,145,28,426,365
pic_802_jpg.rf.1164ef27960e97924d2d0fa3d2d29755.jpg,640,640,0,215,101,406,229
video18_2595_JPEG.rf.11cda380697bd7ec14393edcc6653ee1.jpg,640,640,0,398,213,444,235
foto01016_jpg.rf.121dda24fa7df43fa2204136586ae3f2.jpg,640,640,0,102,109,377,564
video16_490_JPEG_jpg.rf.122441b5a9fe569346ca6a2ba81ef600.jpg,640,640,0,282,231,339,291
video17_940_JPEG.rf.12409ffa6d3f51aa36a6365a66a6949b.jpg,640,640,0,203,342,291,431
video18_1414_JPEG.rf.1263d93a6a30de8b2943bedd577cf949.jpg,640,640,0,379,289,399,312
dji-mavic-pro-drone-rigalatvia-260nw-542803279_jpg.rf.120c1f3e9e083e46476fdc6db2ede74d.jpg,640,640,0,39,80,558,466
0270_jpg.rf.12a39e4288afec693ba1b7e2f758e1e7.jpg,640,640,0,287,30,614,419
video17_422_JPEG_jpg.rf.12421b606edda5e58ef69af3f6a94313.jpg,640,640,0,351,8,375,46
03012017-dji-phantom-flying-sky-260nw-555436903_jpg.rf.129a902e50080d9cae5021632cb1e942.jpg,640,640,0,240,210,448,352
frame0193_jpg.rf.12533dfa8fbfbe99b61b5ef5a63db0e1.jpg,640,640,0,142,189,224,271
bangkok-thailand-june-18-2016-260nw-438992632_jpg.rf.12ef2e428272e5d9c739875148eb9840.jpg,640,640,0,113,169,617,482
bangkok-thailand-june-18-2016-260nw-438992743_jpg.rf.12b62e0b8af04dee07e69b807cc16b97.jpg,640,640,0,186,169,604,450
56_jpg.rf.12dec3ada814dfc0be0e8fbbb1c3ca56.jpg,640,640,0,340,209,414,298
56_jpg.rf.12dec3ada814dfc0be0e8fbbb1c3ca56.jpg,640,640,0,82,132,186,225
drone-white-quadcopter-camera-flying-260nw-567805882_jpg.rf.132cf191f385870ea1e470df35351d27.jpg,640,640,0,107,142,297,327
frame0211_jpg.rf.12cf46f0c89d3182c1ed5636bc577a07.jpg,640,640,0,194,228,272,296
video16_155_JPEG.rf.130f696c9dc4f533a800b7f8090494cf.jpg,640,640,0,249,142,429,368
video16_254_JPEG.rf.133557ec89f88bf2ecebcae32a247942.jpg,640,640,0,119,9,427,486
frame0158_jpg.rf.1338e73c33adad96cd1128a143d1c23e.jpg,640,640,0,200,169,300,241
drone-flight-dji-phantom-3-260nw-545092063_jpg.rf.135b4577470b03a380ab4a6413172e09.jpg,640,640,0,72,12,640,469
276_jpg.rf.136a9ab027a28622e449a48cafea3ec8.jpg,640,640,0,238,184,280,247
video16_243_JPEG.rf.13c5176a049ece54db307d08cbb6a0c7.jpg,640,640,0,154,78,428,459
video18_2944_JPEG.rf.135e3eaa527f15fa05f810c5660a90f2.jpg,640,640,0,234,362,328,439
pic_048_jpg.rf.1387fd3fbbbc145378eacfe2428584b3.jpg,640,640,0,9,184,621,438
video17_108_JPEG.rf.133c2af5b3d9d3980e1ede316b70bf42.jpg,640,640,0,327,430,395,527
68_jpg.rf.13aa263f01e2272b25fb34715bc913eb.jpg,640,640,0,172,192,292,334
video14_154_JPEG.rf.1393eb69756ba921f59d39a5701f9745.jpg,640,640,0,144,117,260,223
video18_1255_JPEG.rf.13d7a8e3a33b365ff7862e6ef4183e01.jpg,640,640,0,334,107,380,156
estonia-tallinn-june-15-2018-260nw-1113744065_jpg.rf.13f0d03a2e7a759861a1a25a48942aa5.jpg,640,640,0,182,185,515,370
video16_363_JPEG.rf.1416cd1bfb1e91a1243ad78353dcaa87.jpg,640,640,0,93,216,370,457
video16_196_JPEG.rf.14165348fa56a2e1077f7cfb1eb4aed5.jpg,640,640,0,185,71,425,373
frame0378_jpg.rf.146933efb93e47b82b1a0bfd41abfbc2.jpg,640,640,0,198,241,271,289
video16_663_JPEG.rf.1432483926f6ba444a8df2e1d32c98d6.jpg,640,640,0,397,103,417,126
video17_93_JPEG.rf.142327b5e09ef6698c0b881e18a038ed.jpg,640,640,0,318,380,383,473
video14_70_JPEG.rf.1474ca03717bb3b00a4fff669b52d9fb.jpg,640,640,0,64,277,223,496
video15_366_JPEG.rf.14af456838d7f400e894ecda10a8b475.jpg,640,640,0,323,287,381,364
video16_379_JPEG.rf.1486c283f4d5db0d81fa093217268c8a.jpg,640,640,0,92,158,393,420
video17_155_JPEG.rf.14abf927cd98d1292af66f7e4bc055ae.jpg,640,640,0,259,76,285,124
frame0189_jpg.rf.13e1ef312b078d15e3078728d68d0451.jpg,640,640,0,112,144,183,234
pic_419_jpg.rf.14b6d7d8526b76ef265c00699161d727.jpg,640,640,0,35,140,594,481
foto01422_jpg.rf.14279bbc0dc593a8d70255703421354d.jpg,640,640,0,265,82,513,454
video18_1282_JPEG.rf.14bb6e670079531b04d7654a18bcd009.jpg,640,640,0,400,241,428,275
name14_JPEG.rf.143e054935cce34cd5b77ee12eb70af5.jpg,640,640,0,314,411,470,489
video17_992_JPEG.rf.14741042dc51cb0cf40439db4936b113.jpg,640,640,0,331,105,425,218
video17_1074_JPEG.rf.151ad1c9a4c8d114d77dbfd5c731b21e.jpg,640,640,0,339,147,459,311
desaru-johor-malaysia-december-17-260nw-776113096_jpg.rf.1500aeeba130f634aa2cfb369b2155f4.jpg,640,640,0,89,52,612,583
video16_483_JPEG.rf.14ea050c46e2fd7865a46fac13e0d524.jpg,640,640,0,305,221,359,280
0314_jpg.rf.14ce7597b168b6a31e356a03c1fb9074.jpg,640,640,0,50,285,638,570
video18_1062_JPEG.rf.159554d0d7ece12f6a676353cdab0caf.jpg,640,640,0,252,41,327,119
bangkok-thailand-june-18-2016-260nw-438990694_jpg.rf.15578b83b9c2278f8e514034d37e0b35.jpg,640,640,0,255,210,444,414
video14_185_JPEG.rf.159e463613fb2238eeca69aaac26cfd9.jpg,640,640,0,232,78,412,300
video17_125_JPEG.rf.15bea4f6cf7606ae05d80b0a7edd7aa5.jpg,640,640,0,279,282,339,334
dji-mavic-air-on-wooden-260nw-1050697202_jpg.rf.15e44ef6c807b23678d11381aee7235e.jpg,640,640,0,328,18,614,341
video18_1492_JPEG.rf.15f215d3453c8e01f3410a3df520637a.jpg,640,640,0,328,238,357,279
video18_1492_JPEG.rf.15f215d3453c8e01f3410a3df520637a.jpg,640,640,0,226,215,252,237
video18_1268_JPEG.rf.1606effe7610130d0d7546680ca2d5fd.jpg,640,640,0,419,230,449,265
video18_1268_JPEG.rf.1606effe7610130d0d7546680ca2d5fd.jpg,640,640,0,114,116,141,152
estonia-tallinn-june-15-2018-260nw-1113744080_jpg.rf.1607c75032347028aeded2e601bcec48.jpg,640,640,0,118,190,442,366
video17_1002_JPEG.rf.16166d1ffca596d8498933f41aaf2154.jpg,640,640,0,222,2,429,283
video18_1562_JPEG.rf.15fb584f016dcd4716e6db1f23f15f22.jpg,640,640,0,301,246,318,263
153_JPEG_jpg.rf.161db59925a21a3c2e9fc27d1df8f3b9.jpg,640,640,0,82,100,570,515
video18_1070_JPEG.rf.167b162ad46e691c745939bb8f82e2c4.jpg,640,640,0,335,93,375,139
video18_1070_JPEG.rf.167b162ad46e691c745939bb8f82e2c4.jpg,640,640,0,222,486,301,569
123_jpg.rf.164f3807b074fcb3dbea84c051a5f754.jpg,640,640,0,271,283,303,331
video16_551_JPEG.rf.169d33ab22d0c5c72ed179c59d217576.jpg,640,640,0,340,157,382,200
video16_503_JPEG.rf.163dc1f9c01371ad43c14ff75e07f923.jpg,640,640,0,310,251,368,305
video18_1069_JPEG.rf.1693cd7babf234c61b59cddcd375bf8d.jpg,640,640,0,320,79,382,136
80_JPEG.rf.16a953d9b6ffa8b214134348aa2b884a.jpg,640,640,0,397,334,444,394
223_jpg.rf.1655b092beae883dfe82d4a27776faa1.jpg,640,640,0,273,271,302,316
0322_jpg.rf.16a7d0d476e5aab5fcbc7eae13059af2.jpg,640,640,0,88,16,550,413
319_JPEG.rf.16bc2f56bad64a222c2c5874943db76c.jpg,640,640,0,148,109,194,160
video18_1465_JPEG.rf.16f452734efc6f31764373db159d6546.jpg,640,640,0,394,294,416,318
